2.6188   0.0755
2.7520   0.0659
2.8635   0.0755
3.0392   0.0829
3.2903   0.0702
3.7435   0.0558
3.9339   0.0535
4.3444   0.0530
5.1429   0.0498
5.9095   0.0513
6.7234   0.0453
7.4989   0.0448
8.1996   0.0535
8.3640   0.0666
8.7895   0.0812
8.8772   0.0979
9.3288   0.1194
10.2005   0.1206
10.5088   0.1145
10.9344   0.0990
11.3772   0.0812
11.8379   0.0652
12.3173   0.0564
12.8162   0.0439
13.6026   0.0360
14.5812   0.0342
15.1717   0.0356
16.4254   0.0421
18.5030   0.0503
20.4336   0.0444
22.7908   0.0360
24.9202   0.0302
26.7131   0.0255
28.6350   0.0221
29.7946   0.0207
